time,plate,type
2026-03-19 16:58:12,วกอ 2071,กรุงเทพมหานคร,Motorcycle,captures/วกอ_2071_1773914292.png
2026-03-19 16:58:16,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773914296.png
2026-03-19 16:58:19,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773914299.png
2026-03-19 16:58:23,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773914303.png
2026-03-19 16:58:29,—,—,Motorcycle,captures/—_1773914309.png
2026-03-19 16:58:33,ทห,สกลนคร,Motorcycle,captures/ทห_1773914313.png
2026-03-19 16:58:36,—,—,Motorcycle,captures/—_1773914316.png
2026-03-19 16:58:39,ทมร,—,Motorcycle,captures/ทมร_1773914319.png
2026-03-19 16:58:43,ทร,—,Motorcycle,captures/ทร_1773914323.png
2026-03-19 16:58:48,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773914328.png
2026-03-19 16:58:52,6 กอ ล 971,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_ล_971_1773914332.png
2026-03-19 16:58:55,6 กอ 2971,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2971_1773914335.png
2026-03-19 16:58:59,6 กอ,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_1773914339.png
2026-03-19 16:59:02,6 กอ 971,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_971_1773914342.png
2026-03-19 16:59:06,6 กว 2971,กรุงเทพมหานคร,Motorcycle,captures/6_กว_2971_1773914346.png
2026-03-19 16:59:09,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773914349.png
2026-03-19 16:59:12,6 กอ 971,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_971_1773914352.png
2026-03-19 16:59:16,6 กอ 2 ด 71,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2_ด_71_1773914356.png
2026-03-19 16:59:20,6 กอ 2371,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2371_1773914360.png
2026-03-19 16:59:22,—,—,Motorcycle,captures/—_1773914362.png
2026-03-19 16:59:26,รกอ 71,1 ร 4138,Motorcycle,captures/รกอ_71_1773914366.png
2026-03-19 16:59:29,—,—,Motorcycle,captures/—_1773914369.png
2026-03-19 16:59:32,6 กอ ค 971,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_ค_971_1773914372.png
2026-03-19 16:59:36,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773914376.png
2026-03-19 16:59:39,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773914379.png
2026-03-19 16:59:43,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773914383.png
2026-03-19 16:59:46,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773914386.png
2026-03-19 16:59:53,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773914393.png
2026-03-19 17:00:07,—,—,Motorcycle,captures/—_1773914407.png
2026-03-19 20:42:52,—,—,Motorcycle,captures/—_1773927772.png
2026-03-19 20:43:10,ท,ii,Motorcycle,captures/ท_1773927790.png
2026-03-19 20:43:17,—,—,Motorcycle,captures/—_1773927797.png
2026-03-19 20:43:28,ทก,ตาก,Motorcycle,captures/ทก_1773927808.png
2026-03-19 20:43:33,ส 9,7,Motorcycle,captures/ส_9_1773927813.png
2026-03-19 20:43:38,สก,—,Motorcycle,captures/สก_1773927818.png
2026-03-19 20:43:47,ทต,—,Motorcycle,captures/ทต_1773927827.png
2026-03-19 20:43:52,afํ,096,Motorcycle,captures/afํ_1773927832.png
2026-03-19 20:43:57,9005,866,Motorcycle,captures/9005_1773927837.png
2026-03-19 20:44:02,ศต,ili,Motorcycle,captures/ศต_1773927842.png
2026-03-19 20:44:08,กล 2005,ลพบุรี,Motorcycle,captures/กล_2005_1773927848.png
2026-03-19 20:44:16,ท,liํ,Motorcycle,captures/ท_1773927856.png
2026-03-19 20:44:21,มท,สิงห์บุรี,Motorcycle,captures/มท_1773927861.png
2026-03-19 20:44:30,กล 2005,ชลบุรี,Motorcycle,captures/กล_2005_1773927870.png
2026-03-19 20:44:42,—,—,Motorcycle,captures/—_1773927882.png
2026-03-19 20:44:51,7 กฉจ,ถลม 8,Motorcycle,captures/7_กฉจ_1773927891.png
2026-03-19 20:44:55,สกฉ 8788,น,Motorcycle,captures/สกฉ_8788_1773927895.png
2026-03-19 20:44:59,สกฉ 388,สกลนคร,Motorcycle,captures/สกฉ_388_1773927899.png
2026-03-19 20:45:12,—,—,Motorcycle,captures/—_1773927912.png
2026-03-19 20:45:19,6 กอ 2071,สกลนคร,Motorcycle,captures/6_กอ_2071_1773927919.png
2026-03-19 20:45:34,กกททนหวนคร 6 กอ,2071,Motorcycle,captures/กกททนหวนคร_6_กอ_1773927934.png
2026-03-19 20:45:38,6 กอ 2074,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2074_1773927938.png
2026-03-19 20:45:43,6 กอ ออ 71,สกลนคร,Motorcycle,captures/6_กอ_ออ_71_1773927943.png
2026-03-19 20:45:48,6 กอ 2 ด 7,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2_ด_7_1773927948.png
2026-03-19 20:45:53,6 กอ 2 อ 71,งททนนวนคร,Motorcycle,captures/6_กอ_2_อ_71_1773927953.png
2026-03-19 20:45:58,6 กอ 207,งททนทน,Motorcycle,captures/6_กอ_207_1773927958.png
2026-03-19 20:46:03,1 ข 12999,กรุงเทพมหานคร,Motorcycle,captures/1_ข_12999_1773927963.png
2026-03-19 20:46:08,1 ขจ 2999 กรงทพมหวนคร,—,Motorcycle,captures/1_ขจ_2999_กรงทพมหวนคร_1773927968.png
2026-03-19 20:46:13,1012999 กรทพมททบกร,—,Motorcycle,captures/1012999_กรทพมททบกร_1773927973.png
2026-03-19 21:14:47,—,—,Motorcycle,captures/—_1773929687.png
2026-03-19 21:15:27,ส,—,Motorcycle,captures/ส_1773929727.png
2026-03-19 21:15:32,าส,—,Motorcycle,captures/าส_1773929732.png
2026-03-19 21:15:38,mาพ 15,สกลนคร,Motorcycle,captures/mาพ_15_1773929738.png
2026-03-19 21:15:42,ก 1,1,Motorcycle,captures/ก_1_1773929742.png
2026-03-19 21:15:45,กล 02005,ชลบุรี,Motorcycle,captures/กล_02005_1773929745.png
2026-03-19 21:15:49,กล 720859213,ลพบุรี,Motorcycle,captures/กล_720859213_1773929749.png
2026-03-19 21:15:52,กล 72015,ชลบุรี,Motorcycle,captures/กล_72015_1773929752.png
2026-03-19 21:15:56,กล 12005,ชลบุรี,Motorcycle,captures/กล_12005_1773929756.png
2026-03-19 21:15:59,กล 12015,ชลบุรี,Motorcycle,captures/กล_12015_1773929759.png
2026-03-19 21:16:03,กล 72005,ชลบุรี,Motorcycle,captures/กล_72005_1773929763.png
2026-03-19 21:16:10,กมตร 020051,—,Motorcycle,captures/กมตร_020051_1773929770.png
2026-03-19 21:16:15,กล 72005,ชลบุรี,Motorcycle,captures/กล_72005_1773929775.png
2026-03-19 21:16:20,mพฯ,สาเร่,Motorcycle,captures/mพฯ_1773929780.png
2026-03-19 21:16:24,—,—,Car,captures/—_1773929784.png
2026-03-19 21:16:42,6 612,ทรททมทนทร,Car,captures/6_612_1773929802.png
2026-03-19 21:16:47,กอ 611,—,Car,captures/กอ_611_1773929807.png
2026-03-19 21:16:52,6 612,ททพท 1 นคร,Car,captures/6_612_1773929812.png
2026-03-19 21:16:57,6 602,พท 1,Car,captures/6_602_1773929817.png
2026-03-19 21:17:00,—,—,Car,captures/—_1773929820.png
2026-03-19 21:17:04,6 602,ทรททมททนหร,Car,captures/6_602_1773929824.png
2026-03-19 21:17:09,รกอ 602,ทพมทว,Car,captures/รกอ_602_1773929829.png
2026-03-19 21:17:13,6 602,ททค,Car,captures/6_602_1773929833.png
2026-03-19 21:45:13,—,—,Motorcycle,captures/—_1773931513.png
2026-03-19 21:45:17,6 กอ 2 ด 71,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2_ด_71_1773931517.png
2026-03-19 21:45:22,6 กอ ร 7,18,Motorcycle,captures/6_กอ_ร_7_1773931522.png
2026-03-19 21:45:27,2071,กรุงเทพมหานคร,Motorcycle,captures/2071_1773931527.png
2026-03-19 21:45:32,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773931532.png
2026-03-19 21:45:36,2 อ 71,กรุงเทพมหานคร,Motorcycle,captures/2_อ_71_1773931536.png
2026-03-19 21:45:45,2 ด 71,กรุงเทพมหานคร,Motorcycle,captures/2_ด_71_1773931545.png
2026-03-19 21:45:49,2871,กรุงเทพมหานคร,Motorcycle,captures/2871_1773931549.png
2026-03-19 21:45:54,2 ด 71,กรุงเทพมหานคร,Motorcycle,captures/2_ด_71_1773931554.png
2026-03-19 21:45:59,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773931559.png
2026-03-19 21:46:03,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773931563.png
2026-03-19 21:46:07,2 อ 71,กรุงเทพมหานคร,Motorcycle,captures/2_อ_71_1773931567.png
2026-03-19 21:46:12,6 กอ 2 อ 71,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2_อ_71_1773931572.png
2026-03-19 21:46:16,2071,กรุงเทพมหานคร,Motorcycle,captures/2071_1773931576.png
2026-03-19 21:46:26,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773931586.png
2026-03-19 21:46:37,80 22271,1,Motorcycle,captures/80_22271_1773931597.png
2026-03-19 21:46:56,—,—,Motorcycle,captures/—_1773931616.png
2026-03-19 21:56:22,—,—,Motorcycle,captures/—_1773932182.png
2026-03-19 21:56:27,หคร,—,Motorcycle,captures/หคร_1773932187.png
2026-03-19 21:56:35,6 กอ,071,Motorcycle,captures/6_กอ_1773932195.png
2026-03-19 21:56:39,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773932199.png
2026-03-19 21:57:01,1 พต,—,Motorcycle,captures/1_พต_1773932221.png
2026-03-19 21:57:05,ทพ,—,Motorcycle,captures/ทพ_1773932225.png
2026-03-19 21:57:09,02005,—,Motorcycle,captures/02005_1773932229.png
2026-03-19 21:57:14,2005,—,Motorcycle,captures/2005_1773932234.png
2026-03-19 21:57:18,6200,—,Motorcycle,captures/6200_1773932238.png
2026-03-19 21:57:22,120057,—,Motorcycle,captures/120057_1773932242.png
2026-03-19 21:57:37,ทกฉ,8786,Motorcycle,captures/ทกฉ_1773932257.png
2026-03-19 21:57:41,4784,—,Motorcycle,captures/4784_1773932261.png
2026-03-19 21:57:45,1,8794,Motorcycle,captures/1_1773932265.png
2026-03-19 21:57:55,ขนนม,—,Motorcycle,captures/ขนนม_1773932275.png
2026-03-19 21:58:05,0892999,—,Car,captures/0892999_1773932285.png
2026-03-19 21:58:10,1832999,กรุงเทพมหานคร,Motorcycle,captures/1832999_1773932290.png
2026-03-19 21:58:14,4829991,—,Car,captures/4829991_1773932294.png
2026-03-19 22:00:02,1 ขงมทพมพ 2999 ทง,—,Motorcycle,captures/1_ขงมทพมพ_2999_ทง_1773932402.png
2026-03-19 22:00:07,ผร 2899,—,Motorcycle,captures/ผร_2899_1773932407.png
2026-03-19 22:00:11,ฆ 2999,กรุงเทพมหานคร,Car,captures/ฆ_2999_1773932411.png
2026-03-19 22:00:21,11299,กรุงเทพมหานคร,Car,captures/11299_1773932421.png
2026-03-19 22:00:26,112999,กรุงเทพมหานคร,Car,captures/112999_1773932426.png
2026-03-19 22:00:31,2999,สกลนคร,Car,captures/2999_1773932431.png
2026-03-19 22:00:35,iai,0857,Car,captures/iai_1773932435.png
2026-03-19 22:00:39,พ,ฟมศ 1,Car,captures/พ_1773932439.png
2026-03-19 22:00:43,พพ,ฟมศ 1,Car,captures/พพ_1773932443.png
2026-03-19 22:02:13,—,—,Motorcycle,captures/—_1773932533.png
2026-03-19 22:02:18,mพiํ,74059,Car,captures/mพiํ_1773932538.png
2026-03-19 22:02:22,กทฉะเ็งเทราขรง,—,Car,captures/กทฉะเ็งเทราขรง_1773932542.png
2026-03-19 22:02:26,พ,759,Car,captures/พ_1773932546.png
2026-03-19 22:02:31,กฟร 0,วฮมททร 1,Car,captures/กฟร_0_1773932551.png
2026-03-19 22:02:36,iiํพง,48184857,Car,captures/iiํพง_1773932556.png
2026-03-19 22:02:42,ไไ,)iui,Motorcycle,captures/ไไ_1773932562.png
2026-03-19 22:02:54,1 ข 12999,กรุงเทพมหานคร,Motorcycle,captures/1_ข_12999_1773932574.png
2026-03-19 22:02:58,1012999,กรุงเทพมหานคร,Car,captures/1012999_1773932578.png
2026-03-19 22:03:14,—,—,Car,captures/—_1773932594.png
2026-03-19 22:03:22,2071,กรุงเทพมหานคร,Motorcycle,captures/2071_1773932602.png
2026-03-19 22:03:26,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773932606.png
2026-03-19 22:03:31,6 กอ 2 อ 71,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2_อ_71_1773932611.png
2026-03-19 22:03:35,2071,กรุงเทพมหานคร,Motorcycle,captures/2071_1773932615.png
2026-03-19 22:03:41,iาพ 1,กรห,Motorcycle,captures/iาพ_1_1773932621.png
2026-03-19 22:03:45,12005,ยโสธร,Motorcycle,captures/12005_1773932625.png
2026-03-19 22:03:51,ต สกร,02005,Motorcycle,captures/ต_สกร_1773932631.png
2026-03-19 22:03:56,เาพตต,845,Motorcycle,captures/เาพตต_1773932636.png
2026-03-19 22:04:00,ทม,ยโสธร,Motorcycle,captures/ทม_1773932640.png
2026-03-19 22:04:05,มต,ซบร,Motorcycle,captures/มต_1773932645.png
2026-03-19 22:04:11,หหพ,สกลนคร,Motorcycle,captures/หหพ_1773932651.png
2026-03-19 22:04:16,ทมต 1,ยโสธร,Motorcycle,captures/ทมต_1_1773932656.png
2026-03-19 22:04:20,ทม,855,Motorcycle,captures/ทม_1773932660.png
2026-03-19 22:04:27,หมตต,สิงห์บุรี,Motorcycle,captures/หมตต_1773932667.png
2026-03-19 22:04:31,หมต,ภบร,Motorcycle,captures/หมต_1773932671.png
2026-03-19 22:04:36,1 มต 1,ร,Motorcycle,captures/1_มต_1_1773932676.png
2026-03-19 22:04:41,ทมท,885,Motorcycle,captures/ทมท_1773932681.png
2026-03-19 22:04:45,สร,ยโสธร,Motorcycle,captures/สร_1773932685.png
2026-03-19 22:04:49,—,—,Motorcycle,captures/—_1773932689.png
2026-03-19 22:04:53,หห,—,Car,captures/หห_1773932693.png
2026-03-19 22:05:06,—,—,Motorcycle,captures/—_1773932706.png
2026-03-19 22:05:15,67 ตช,—,Motorcycle,captures/67_ตช_1773932715.png
2026-03-19 22:05:17,33,—,Motorcycle,captures/33_1773932717.png
2026-03-19 22:05:22,—,—,Motorcycle,captures/—_1773932722.png
2026-03-19 22:05:25,8786,—,Motorcycle,captures/8786_1773932725.png
2026-03-19 22:05:29,กกฉ,ล 8788,Motorcycle,captures/กกฉ_1773932729.png
2026-03-19 22:13:45,—,—,Motorcycle,captures/—_1773933225.png
2026-03-19 22:13:49,wa{,สงขลา,Motorcycle,captures/wa{_1773933229.png
2026-03-19 22:13:53,1 กฉ 8788,เลย,Motorcycle,captures/1_กฉ_8788_1773933233.png
2026-03-19 22:14:03,—,—,Motorcycle,captures/—_1773933243.png
2026-03-19 22:14:18,กลวบบว,ชลบุรี,Motorcycle,captures/กลวบบว_1773933258.png
2026-03-19 22:14:25,20631,ซนรฏ,Motorcycle,captures/20631_1773933265.png
2026-03-19 22:14:29,ทร,915,Motorcycle,captures/ทร_1773933269.png
2026-03-19 22:14:38,ทห,หร,Motorcycle,captures/ทห_1773933278.png
2026-03-19 22:14:42,กรฏ,พัทลุง,Motorcycle,captures/กรฏ_1773933282.png
2026-03-19 22:14:46,ท,—,Motorcycle,captures/ท_1773933286.png
2026-03-19 22:14:50,maf,ยโสธร,Motorcycle,captures/maf_1773933290.png
2026-03-19 22:14:54,ท 1,hii,Motorcycle,captures/ท_1_1773933294.png
2026-03-19 22:14:58,กล 2005,14,Motorcycle,captures/กล_2005_1773933298.png
2026-03-19 22:15:12,33 ฮลบร,กล 2005,Motorcycle,captures/33_ฮลบร_1773933312.png
2026-03-19 22:15:15,กล 2005,ชลบุรี,Motorcycle,captures/กล_2005_1773933315.png
2026-03-19 22:15:23,ทรสมทมพ 871 ชกอพท 1,—,Motorcycle,captures/ทรสมทมพ_871_ชกอพท_1_1773933323.png
2026-03-19 22:16:02,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773933362.png
2026-03-19 22:16:26,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773933386.png
2026-03-19 22:16:57,6 กอ 2071,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2071_1773933417.png
2026-03-19 22:18:05,4,055447695,Car,captures/4_1773933485.png
2026-03-19 22:18:15,4 ง,05444765,Car,captures/4_ง_1773933495.png
2026-03-19 22:18:50,242,_ะ==เ,Motorcycle,captures/242_1773933530.png
2026-03-19 22:18:57,iai,ฟมทศ 1,Car,captures/iai_1773933537.png
2026-03-19 22:19:20,พพ,ฟมต,Car,captures/พพ_1773933560.png
2026-03-19 22:19:39,พ,ฟมทร 1,Car,captures/พ_1773933579.png
2026-03-19 22:20:09,fi,ฟป,Car,captures/fi_1773933609.png
2026-03-19 22:20:13,ฟพ,48166,Car,captures/ฟพ_1773933613.png
2026-03-19 22:20:21,ก 8,2481,Car,captures/ก_8_1773933621.png
2026-03-19 22:20:37,iiไ 5,—,Car,captures/iiไ_5_1773933637.png
2026-03-19 22:20:41,กล,98459,Car,captures/กล_1773933641.png
2026-03-19 22:20:45,20581,ฟมทก,Car,captures/20581_1773933645.png
2026-03-19 22:20:59,กท,—,Car,captures/กท_1773933659.png
2026-03-19 22:21:03,พ,067,Car,captures/พ_1773933663.png
2026-03-19 22:21:09,พพ,ฟมก,Car,captures/พพ_1773933669.png
2026-03-19 22:21:13,iil,ฟมผ 1,Car,captures/iil_1773933673.png
2026-03-19 22:21:17,wai,ฟมศ 1,Car,captures/wai_1773933677.png
2026-03-19 22:21:21,iai,ฟมทก,Car,captures/iai_1773933681.png
2026-03-19 22:21:25,ก,04852,Car,captures/ก_1773933685.png
2026-03-19 22:22:34,mi,061,Car,captures/mi_1773933754.png
2026-03-19 22:22:39,กพ,ฟมทร 1,Car,captures/กพ_1773933759.png
2026-03-19 22:22:47,ii,miif1,Car,captures/ii_1773933767.png
2026-03-19 22:22:51,พพ,ฟมทศ,Car,captures/พพ_1773933771.png
2026-03-19 22:22:56,ก,ฟมศ,Car,captures/ก_1773933776.png
2026-03-19 22:23:00,พ,867,Car,captures/พ_1773933780.png
2026-03-19 22:23:04,ฟพ,ท,Car,captures/ฟพ_1773933784.png
2026-03-19 22:23:13,mail,059,Car,captures/mail_1773933793.png
2026-03-19 22:23:18,ก,057,Car,captures/ก_1773933798.png
2026-03-19 22:23:22,mi,ฟฟทศ 1,Car,captures/mi_1773933802.png
2026-03-19 22:23:27,mai,86,Car,captures/mai_1773933807.png
2026-03-19 22:23:31,ตส,059,Car,captures/ตส_1773933811.png
2026-03-19 22:23:36,พ,ฟมทฐ 1,Car,captures/พ_1773933816.png
2026-03-19 22:23:47,—,—,Motorcycle,captures/—_1773933827.png
2026-03-19 22:33:26,287,ระยอง,Motorcycle,captures/287_1773934406.png
2026-03-19 22:33:31,วกฮ 071,พงทสนท 1,Motorcycle,captures/วกฮ_071_1773934411.png
2026-03-19 22:33:52,รกอ 771,rukt,Motorcycle,captures/รกอ_771_1773934432.png
2026-03-19 22:34:33,พ,471,Motorcycle,captures/พ_1773934473.png
2026-03-19 22:34:38,6 กอ,ทพททมทพ,Car,captures/6_กอ_1773934478.png
2026-03-19 22:34:54,6 กอ 2871,กรุงเทพมหานคร,Motorcycle,captures/6_กอ_2871_1773934494.png
2026-03-19 22:38:37,—,—,Motorcycle,captures/—_1773934717.png
2026-03-19 22:39:19,nfราaขผ,—,Motorcycle,captures/nfราaขผ_1773934759.png
2026-03-19 22:40:36,—,—,Motorcycle,captures/—_1773934836.png
2026-03-19 22:55:27,6,—,Motorcycle,captures/6_1773935727.png
2026-03-19 22:55:37,—,—,Motorcycle,captures/—_1773935737.png
2026-03-20 18:20:30,—,—,Motorcycle,captures/—_1774005630.png
2026-03-20 18:27:14,กอ 9300,9 ร 314,Motorcycle,captures/กอ_9300_1774006034.png
2026-03-20 18:27:52,สพ 1 ทม 42003 กค,—,Motorcycle,captures/สพ_1_ทม_42003_กค_1774006072.png
2026-03-20 18:28:09,กอ 9300,พิษณุโลก,Car,captures/กอ_9300_1774006089.png
2026-03-20 18:29:33,ภอ 9300,7 ว,Car,captures/ภอ_9300_1774006173.png
2026-03-20 18:29:45,กอ 9300,หชญดคก,Car,captures/กอ_9300_1774006185.png
2026-03-20 18:30:17,กอหชญดคก 1444749300,—,Car,captures/กอหชญดคก_1444749300_1774006217.png
2026-03-20 18:30:36,กอ 9300,พิษณุโลก,Car,captures/กอ_9300_1774006236.png
2026-03-20 18:30:49,ภอ 9300,ทษญภลก,Car,captures/ภอ_9300_1774006249.png
2026-03-20 18:30:58,—,—,Car,captures/—_1774006258.png
2026-03-20 18:31:14,1 กฬ 407 ผพ,บุรีรัมย์,Motorcycle,captures/1_กฬ_407_ผพ_1774006274.png
2026-03-20 18:31:27,1 กฬ 4 บ 7,มกกข,Motorcycle,captures/1_กฬ_4_บ_7_1774006287.png
2026-03-20 18:31:48,1 กฬ 407,บุรีรัมย์,Motorcycle,captures/1_กฬ_407_1774006308.png
2026-03-20 18:32:06,423 กรชบงจ,—,Motorcycle,captures/423_กรชบงจ_1774006326.png
2026-03-20 18:32:22,ชบงถหม 3 กค 4200,—,Motorcycle,captures/ชบงถหม_3_กค_4200_1774006342.png
2026-03-20 18:32:41,3 พ 4 ววว,ยนผ,Motorcycle,captures/3_พ_4_ววว_1774006361.png
2026-03-20 18:32:55,4200 ขชบงหหม 3 กค,—,Motorcycle,captures/4200_ขชบงหหม_3_กค_1774006375.png
2026-03-20 18:33:07,ชฬบงหม 42003 กค,—,Motorcycle,captures/ชฬบงหม_42003_กค_1774006387.png
2026-03-20 18:33:21,ชบงถหม 3 กค 4200,—,Motorcycle,captures/ชบงถหม_3_กค_4200_1774006401.png
2026-03-20 18:33:37,3 กคชบงถหม 4200,—,Motorcycle,captures/3_กคชบงถหม_4200_1774006417.png
2026-03-20 18:33:49,ขบงหหม 3 กค 4200,—,Motorcycle,captures/ขบงหหม_3_กค_4200_1774006429.png
2026-03-20 18:34:00,ขคร,4220,Motorcycle,captures/ขคร_1774006440.png
2026-03-20 18:34:13,1 กร 4229,สท,Motorcycle,captures/1_กร_4229_1774006453.png
2026-03-20 18:34:31,itnnn ศงก 4229,1 กร,Motorcycle,captures/itnnn_ศงก_4229_1774006471.png
2026-03-20 18:34:47,1 กร 4229,ศทก,Motorcycle,captures/1_กร_4229_1774006487.png
2026-03-20 18:34:56,—,—,Motorcycle,captures/—_1774006496.png
2026-03-20 18:35:10,กอ 9300,ตาก,Car,captures/กอ_9300_1774006510.png
2026-03-20 18:35:51,ภอ 9300,—,Car,captures/ภอ_9300_1774006551.png
2026-03-20 18:36:02,กอ 9300,—,Car,captures/กอ_9300_1774006562.png
2026-03-20 18:36:59,กต 5042,—,Car,captures/กต_5042_1774006619.png
2026-03-20 18:37:08,กด 5042,กำแพงเพชร,Car,captures/กด_5042_1774006628.png
2026-03-20 18:40:15,—,—,Motorcycle,captures/—_1774006815.png
2026-03-20 18:40:44,รกหนมบบ,70 รบบ,Car,captures/รกหนมบบ_1774006844.png
2026-03-20 18:40:59,กต 5042,กำแพงเพชร,Car,captures/กต_5042_1774006859.png
2026-03-20 18:41:50,3 กค 4200,เชียงใหม่,Motorcycle,captures/3_กค_4200_1774006910.png
2026-03-20 18:42:29,—,—,Car,captures/—_1774006949.png
2026-03-20 18:42:39,กอ 9300,.ทัษญโลก_..-,Car,captures/กอ_9300_1774006959.png
2026-03-20 18:43:07,กอง 9300,พิษณุโลก,Car,captures/กอง_9300_1774006987.png
